Year,Adult_mortality,Infant_deaths,Alcohol,Percentage_exp,Hepatitis_B,Measles,BMI,Under-five_deaths,Polio,Total_exp,Diphtheria,HIV/AIDS,GDP,Population,Thinness_1to19_years,Thinness_5to9_years,Income_comp,Schooling,Developed,Developing,Life_expectancy
1.0,0.36288088642659283,0.034444444444444444,0.0,0.0036591348588773187,0.6530612244897959,0.005438701498235015,0.20973348783314022,0.0332,0.03125,0.4521183981427742,0.6494845360824741,0.0,0.004888585012167691,0.02607428879088441,0.6195652173913043,0.6035087719298246,0.5052742616033755,0.48792270531400966,0.0,1.0,65.0
0.9333333333333087,0.37396121883656513,0.035555555555555556,0.0,0.0037743283004557744,0.6224489795918366,0.002318753151760509,0.2039397450753187,0.0344,0.5729166666666666,0.4532791642484039,0.6185567010309277,0.0,0.005127210932694188,0.00025315581850842106,0.6304347826086957,0.6105263157894736,0.5021097046413503,0.4830917874396135,0.0,1.0,59.9
0.8666666666666458,0.3698060941828255,0.03666666666666667,0.0,0.00375870507966848,0.6428571428571428,0.002026552551335404,0.19814600231749713,0.0356,0.6145833333333333,0.4503772489843297,0.6391752577319587,0.0,0.005287052272765103,0.02452481114522456,0.6376811594202898,0.6175438596491227,0.4957805907172996,0.4782608695652174,0.0,1.0,59.9
0.799999999999983,0.37534626038781166,0.03833333333333333,0.0,0.004013581625281306,0.673469387755102,0.013134888280399467,0.19235225955967555,0.037200000000000004,0.6666666666666666,0.4730121880441091,0.6701030927835051,0.0,0.005607717574019455,0.0028572844932145095,0.644927536231884,0.6280701754385964,0.4883966244725738,0.4734299516908213,0.0,1.0,59.5
0.7333333333333201,0.3795013850415513,0.03944444444444444,0.0,0.0003643296153026025,0.6836734693877551,0.014200006598078074,0.18771726535341832,0.0388,0.6770833333333333,0.4352872896111434,0.6804123711340205,0.0,0.0005190511921806096,0.002302078048272422,0.6557971014492754,0.6350877192982456,0.47890295358649787,0.45893719806763283,0.0,1.0,59.2
0.6666666666666572,0.3850415512465374,0.04111111111111111,0.0,0.00409033515938012,0.6632653061224489,0.009373983778153764,0.18192352259559674,0.0408,0.65625,0.5124782356355193,0.6597938144329897,0.0,0.0046290398685463734,0.0022283204125308036,0.6630434782608695,0.6421052631578946,0.4725738396624472,0.4444444444444444,0.0,1.0,58.8
0.5999999999999943,0.3878116343490305,0.042777777777777776,0.0,0.002913884721677133,0.6326530612244897,0.01348364383574556,0.17612977983777522,0.0424,0.625,0.5252466627974463,0.6288659793814433,0.0,0.0037275152727735917,0.0002197279169296976,0.6702898550724639,0.6526315789473683,0.4578059071729958,0.42995169082125606,0.0,1.0,58.6
0.5333333333333314,0.3961218836565097,0.044444444444444446,0.0011198208286674134,0.001328236281458158,0.6428571428571428,0.007535947743221654,0.17033603707995365,0.044000000000000004,0.6354166666666666,0.4619849100406268,0.6391752577319587,0.0,0.0031188760500788174,0.0021095006886606817,0.677536231884058,0.6596491228070175,0.45675105485232065,0.42028985507246375,0.0,1.0,58.1
0.46666666666666856,0.407202216066482,0.04555555555555556,0.0005599104143337066,0.0005600721501425746,0.6326530612244897,0.005377433630403944,0.16454229432213208,0.045200000000000004,0.625,0.3691236215902496,0.6288659793814433,0.0,0.0030892940333820786,0.020571602200381515,0.6847826086956522,0.6666666666666666,0.43776371308016876,0.4057971014492754,0.0,1.0,57.5
0.39999999999997726,0.407202216066482,0.04666666666666667,0.0011198208286674134,0.0008814987384842657,0.6428571428571428,0.009378696691063846,0.15874855156431056,0.046400000000000004,0.5729166666666666,0.4097504352872896,0.5773195876288659,0.0,0.0022730553791929444,0.0020012307984718525,0.6920289855072463,0.6736842105263158,0.4272151898734177,0.3913043478260869,0.0,1.0,57.3
